table;question;ex_correct;correct_index;correct_any;agg_wrong;sel_wrong;conds_wrong
1-1160660-1;What is the acronym for the school whose website is ul.edu.lb;1.0;1.0;1.0;0.0;0.0;0.0
1-1160660-1;Are there registration notes on usek.edu.lb?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1160660-1;What year was USF founded?;1.0;1.0;1.0;0.0;0.0;0.0
1-11621747-1;What is the tournament on Jul 11?;1.0;1.0;1.0;0.0;0.0;0.0
1-11621747-1;What is the tournament of aug 29?;1.0;1.0;1.0;0.0;0.0;0.0
1-11621747-1;How many prizes were there at the transamerica?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11622392-1;What is the sum of the largest purse?;0.0;-1.0;0.0;1.0;1.0;1.0
1-11622392-1;When was the tournament in Washington held?;1.0;1.0;1.0;0.0;0.0;0.0
1-11622392-1;How many tournaments in Texas had a purse higher than 330105.1624276874?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11630008-4;What is the first season written by joseph hampton & dani renee?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11630008-4;How many air dates are there for production code 206?;1.0;1.0;1.0;0.0;0.0;0.0
1-11630008-4;What is the title for season 2?;1.0;1.0;1.0;0.0;0.0;0.0
1-11630008-4;"What is the series number for the title ""Bad Influence""";1.0;1.0;1.0;0.0;0.0;0.0
1-11630008-4;How many seasons was series number 47 shown?;1.0;1.0;1.0;0.0;0.0;0.0
1-11630008-6;When did the episode with production code 410 air?;1.0;1.0;1.0;0.0;0.0;0.0
1-11630008-6;What is the most series number with season 3?;1.0;1.0;1.0;0.0;0.0;0.0
1-11622896-1;What is the purse value for the New York location?;1.0;1.0;1.0;0.0;0.0;0.0
1-11622896-1;What is the largest 1st prize( $ ) at the South Carolina location?;1.0;1.0;1.0;0.0;0.0;0.0
1-11622896-1;What is the score for the Oregon location?;1.0;1.0;1.0;0.0;0.0;0.0
1-11654169-1;List all areas within 1000 km in the city of Lubelskie?;1.0;1.0;1.0;0.0;0.0;0.0
1-11654169-1;What is the population in the city of Pomorskie?;1.0;1.0;1.0;0.0;0.0;0.0
1-11654169-1;List all car plates in the capital of Wilno since the year of 1937.;0.0;-1.0;0.0;0.0;1.0;1.0
1-11654169-1;List population when their car plates are 30-34.;1.0;1.0;1.0;0.0;0.0;0.0
1-1166259-1;How many points are there when the lost is 26?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11667521-17;WHAT TEAM CLASSIFIED IN THE STAGE WHERE BRADLEY WIGGINS WON THE POINTS CLASSIFICATION ?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11667521-17;IN WHAT STAGE DID ALEXANDER VINOKOUROV WON THE GENERAL CLASSIFICATION?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11674683-2;Name the average for spain delegate;1.0;1.0;1.0;0.0;0.0;0.0
1-11674683-2;Name the interview for peru delegate;0.0;-1.0;0.0;0.0;1.0;1.0
1-11674683-2;Name the number of swimsuit for israel;1.0;1.0;1.0;0.0;0.0;0.0
1-11674683-2;What are the swimsuits for south africa?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-12;Who were the MLB draft with the hometown Opa-locka, Fl?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-12;How many players have the hometown Pennsauken, NJ?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-12;Which position did the player from the hometown of Dallas, TX play?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-12;What is the hometown of player Jason Place?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-12;What school did the catcher attend?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-11;What is Jay Bruce's hometown?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-11;What school is he the catcher for?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-11;WHAT HOMETOWN DOES HE PLAY AS THE CATCHER FOR?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-11;WHAT POSITION DOES HE PLAY FOR AT WEST BROOK SENIOR HIGH SCHOOL?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677100-11;WHAT TOWN IS WEST BROOK SENIOR HIGH SCHOOL FROM?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-1;What position did the player from Jersey City, New Jersey play? ;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-1;What offensive line player hailed from Baton Rouge, Louisiana?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11677691-1;What is Jeremy Hill's hometown?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-1;How many offensive line players played for a college in Alabama?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11677691-1;How many players attended Hillcrest High School?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-4;Where was the hometown for the player that attended Shanley High School?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-4;Which player went to the college Southern California?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-4;Which college did the player attend that went to Mission Viejo High School?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-4;How many players hometown was Cincinnati, Ohio?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-4;Which player's hometown was Pewaukee, Wisconsin?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-4;How many players' hometown was Akron, Ohio?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-7;Which player is from Utah?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-7;Which player is from Saguaro High School?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11677691-7;Which player is from Joliet Catholic HIgh School?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-7;Which school did the player then go to Auburn?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11677691-7;What is the hometown of trinity high school?;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-8;What position did the kid from loganville, georgia play;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-8;Where is longview high school;1.0;1.0;1.0;0.0;0.0;0.0
1-11677691-8;Where did robert nkemdiche ‡ go to college;0.0;-1.0;0.0;0.0;1.0;1.0
1-11677691-8;Where is friendship collegiate charter school located;0.0;-1.0;0.0;0.0;1.0;1.0
1-11690135-1;Who had an evening gown score of 9.78?;0.0;-1.0;0.0;0.0;1.0;0.0
1-11690135-1;How many interviews were there for Miss Virginia?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11690135-1;Who had a swimsuit score of 9.87?;0.0;-1.0;0.0;1.0;1.0;0.0
1-11690135-1;Who had evening gown score of 9.82?;0.0;-1.0;0.0;0.0;1.0;0.0
1-11690135-1;How many ladies scored a 9.89 for the evening gown?;1.0;1.0;1.0;0.0;0.0;0.0
1-11690135-1;Who scored a 9.72 in the swimsuit?;1.0;1.0;1.0;0.0;0.0;0.0
1-11695215-1;What episode was writted by John A. Norris?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11695215-1;How many episodes did David Jackson write and direct?;1.0;1.0;1.0;0.0;0.0;0.0
1-11734041-1;What player attended Loyola Marymount?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11734041-1;How may times did a player that attended Iowa state appear on the all time roster?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11734041-1;What height was the player that played for the Rockets between 1992-93?;1.0;1.0;1.0;0.0;0.0;0.0
1-11734041-1;How many times did a center that attended Oral Roberts play for the Rockets?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11734041-1;What was the player name who came from Australia?;1.0;1.0;1.0;0.0;0.0;0.0
1-11734041-16;What is the height in ft for the rockets from 1973-78?;1.0;1.0;1.0;0.0;0.0;0.0
1-11734041-16;Which players were number 3?;0.0;-1.0;0.0;0.0;1.0;0.0
1-11734041-16;What is the height in ft for number 42 for the rockets in 1993-94?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11734041-16;What are the players that attented long beach state?;1.0;1.0;1.0;0.0;0.0;0.0
1-11734041-16;what is the total amount of players for the rockets in 1998 only?;0.0;-1.0;0.0;1.0;1.0;0.0
1-1175233-1;What is the area (square km) where the arrondissement is millau?;1.0;1.0;1.0;0.0;0.0;0.0
1-1175233-1;How many communes have the chief town as dijon?;0.0;3.0;1.0;0.0;0.0;0.0
1-1175233-1;How many communes when the arrondissement is cosne-cours-sur-loire?;1.0;1.0;1.0;0.0;0.0;0.0
1-1181375-1; what's the engine where builder is gloucester rcw and withdrawn is 1959;1.0;1.0;1.0;0.0;0.0;0.0
1-1181375-1; what's the engine where number range is 8–9, 13–16;1.0;1.0;1.0;0.0;0.0;0.0
1-1181375-1; what's the introduced where notes is 9 withdrawn in 1946 after fire;0.0;-1.0;0.0;0.0;1.0;1.0
1-1181375-1; what's the builder where withdrawn is 1954–1958;1.0;1.0;1.0;0.0;0.0;0.0
1-1181375-1; what's the notes where number range is 17;1.0;1.0;1.0;0.0;0.0;0.0
1-1181375-1; what's the notes where withdrawn is 1956–57;1.0;1.0;1.0;0.0;0.0;0.0
1-11827596-4;Who was the lyricist for gopal krishna and co singer of solo?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11827596-4;What was the number of music directors where the suresh wadkar co singer of bhayanak?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11827596-4;"What was the lyricst of ""na jane aise ho gaya kaise""?";0.0;-1.0;0.0;0.0;1.0;1.0
1-11827596-2;how many times is the co-singer suresh wadkar and the film name is tera dukh mera dukh?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11827596-2;what are the film names with the co-singer vinod rathod?;1.0;1.0;1.0;0.0;0.0;0.0
1-11827596-2;what is the song name for the film name ganga kare insaaf?;1.0;1.0;1.0;0.0;0.0;0.0
1-11827596-2;what are the song names for the film kaal bhairav?;1.0;1.0;1.0;0.0;0.0;0.0
1-11827596-2;"who is the music director for the song ""jekhanete jaai ami 1""?";1.0;1.0;1.0;0.0;0.0;0.0
1-1184344-1;What was the 1845 disposal for sussex?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1184344-1;What was the maximum l&cr number for archimedes?;1.0;1.0;1.0;0.0;0.0;0.0
1-1184344-1;What was the type of sussex?;1.0;1.0;1.0;0.0;0.0;0.0
1-11869952-3;Where did Test Mission: War Heads and Missile Payload launch when there was a partial failure?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11869952-3;Which missions were scheduled to launch on November 16, 2006?;1.0;1.0;1.0;0.0;0.0;0.0
1-11869952-1;Which authority has a rocket launch called rehbar-ii?;1.0;1.0;1.0;0.0;0.0;0.0
1-11869952-1;Which authority has a rocket launch called rehnuma-8?;1.0;1.0;1.0;0.0;0.0;0.0
1-11869952-1;Which authority has a rocket launch called shahpar-2?;1.0;1.0;1.0;0.0;0.0;0.0
1-11869952-1;Which authority has a rocket launch called rehbar-5?;0.0;-1.0;0.0;1.0;1.0;1.0
1-11900773-4;What denominations are the stamps with themes opera, léopold simoneau and pierrette alarie?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11900773-4;What kind of paper were the stamps with the theme duck decoys, barrow's golden eye printed on?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11900773-6;List all the themes designed by Isabelle Toussaint.;1.0;1.0;1.0;0.0;0.0;0.0
1-11900773-6;How many paper types did Ian Drolet design stamps on?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11900773-6;Who is the designer of the Christmas: Winter Fun (USA) stamp?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11900773-6;How many stamps were designed for the theme of XII Summit de la Francophonie?;0.0;17.0;1.0;0.0;0.0;0.0
1-11900773-6;Where is the first day cover cancellation for the 3 April 2008 IIHF World Championships, Quebec City stamp?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11926114-1;How many premier episodes were there with the title survivor's law ii?;0.0;17.0;1.0;0.0;0.0;0.0
1-11926114-1;What is the Chinese name that has a 31 average?;1.0;1.0;1.0;0.0;0.0;0.0
1-11926114-1;What is the rank of finale 37?;1.0;1.0;1.0;0.0;0.0;0.0
1-11926114-1;what is the Chinese name for Forensic heroes ii?;1.0;1.0;1.0;0.0;0.0;0.0
1-11926114-1;What numbr on the list had a peak rating of 42?;0.0;-1.0;0.0;1.0;1.0;1.0
1-1193568-1; what's the electorate where election date is 16 cannot handle non-empty timestamp argument!;1.0;1.0;1.0;0.0;0.0;0.0
1-1193568-1; what's the province where member is frederick merriman category:articles with hcards;1.0;1.0;1.0;0.0;0.0;0.0
1-1193568-1; what's the election date where electorate is omata;1.0;1.0;1.0;0.0;0.0;0.0
1-1193568-1; what's the election date where member is william richmond category:articles with hcards;1.0;1.0;1.0;0.0;0.0;0.0
1-1193568-1; what's the province where member is dingley brittin category:articles with hcards;1.0;1.0;1.0;0.0;0.0;0.0
1-1193568-1; what's the election date where electorate is christchurch country;1.0;1.0;1.0;0.0;0.0;0.0
1-11948857-1;What is the county for senator C. Anthony Muse?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11948857-1;Who is the senator for district 24?;1.0;1.0;1.0;0.0;0.0;0.0
1-11948857-1;How many entries are shown for first elected for district 41?;1.0;1.0;1.0;0.0;0.0;0.0
1-11944282-1;What is the total amount of allied-unrelated where the component is human capital?;1.0;1.0;1.0;0.0;0.0;0.0
1-11944282-1;How many integrated allied-related are there?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11944282-1;What is the name of the integrated where the component are customers?;1.0;1.0;1.0;0.0;0.0;0.0
1-11944282-1;what is the integrated in which the holding allied-unrelated is many?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11944282-1;What is the name of the integrated where allied-related is shared?;0.0;-1.0;0.0;0.0;1.0;1.0
1-11951237-1;Who were the writers for series number 20?;1.0;1.0;1.0;0.0;0.0;0.0
1-11951237-1;What is the production code for the show that aired on October 27, 1994?;1.0;1.0;1.0;0.0;0.0;0.0
1-11951237-1;Who was the director of the Series 1 episode?;1.0;1.0;1.0;0.0;0.0;0.0
1-11959669-4;Which team played on December 5?;1.0;1.0;1.0;0.0;0.0;0.0
1-11959669-4;What was the location attendance when High points was by Pierce (22)?;1.0;1.0;1.0;0.0;0.0;0.0
1-11960610-7;What date did the Bulls play the LA Lakers?;1.0;1.0;1.0;0.0;0.0;0.0
1-11960610-7;What team were the Bulls hosted by on December 7?;1.0;1.0;1.0;0.0;0.0;0.0
1-11964154-2;Who had the highest assists in game 4?;1.0;1.0;1.0;0.0;0.0;0.0
1-11964154-2;How many games was Damien Wilkins (27) the high scorer?;0.0;-1.0;0.0;1.0;1.0;1.0
1-1198175-1;What is the name when born is december 30, 1957 detroit, mi?;1.0;1.0;1.0;0.0;0.0;0.0
1-1198175-1;What is the weight(lbs) when born is april 6, 1954 detroit, mi?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1198175-1;What is the name when the position is de and college is ohio state?;1.0;1.0;1.0;0.0;0.0;0.0
1-1198175-1;What is under drafted when pro team is arizona cardinals?;1.0;1.0;1.0;0.0;0.0;0.0
1-1198175-1;What is the position when drafted is 1974,r11,p11?;1.0;1.0;1.0;0.0;0.0;0.0
1-12032893-1;In which year was the Weight 170?;1.0;1.0;1.0;0.0;0.0;0.0
1-12032893-1;What number (#) is associated with the Name Ron Baxter?;0.0;25.0;1.0;0.0;0.0;0.0
1-12032893-1;Crockett High School had which number(#)?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12032893-1;Which home town was the high school Catholic University located in?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12032893-1;How many years have the home town of Baton Rouge, LA?;1.0;1.0;1.0;0.0;0.0;0.0
1-12032893-1;What height was the forward position at Crockett High School?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1206583-2;What are the commissioned for scotts, greenock and chieftain?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1206583-2;What is the builder launched 30 october 1944?;1.0;1.0;1.0;0.0;0.0;0.0
1-120778-2;what is the minimum voted no where percent no is 56.6;0.0;-1.0;0.0;0.0;1.0;1.0
1-120778-2; what's the percent yes where voted yes is 2410119;0.0;-1.0;0.0;0.0;1.0;1.0
1-120778-2; what's the jurisdiction where percent yes is 43.4;1.0;1.0;1.0;0.0;0.0;0.0
1-120778-2;what is the minimum voted yes where percent no is 68.2;0.0;-1.0;0.0;0.0;1.0;0.0
1-120778-2; what's the jurisdiction where voted no is 322971;0.0;-1.0;0.0;0.0;1.0;1.0
1-12078626-1; what's the date of completion where success is yes;1.0;1.0;1.0;0.0;0.0;0.0
1-12078626-1; what's the deadline for completion where description is iphone recall within the first 3 months of release;0.0;-1.0;0.0;0.0;1.0;1.0
1-12078626-1; what's the success where date of completion is september 28, 2007;1.0;1.0;1.0;0.0;0.0;0.0
1-12078626-1; what's the date of completion where deadline for completion is september 30, 2007;0.0;-1.0;0.0;0.0;1.0;1.0
1-12078626-1;what is the total number of deadline for completion where description is facebook becomes a publicly traded company;1.0;1.0;1.0;0.0;0.0;0.0
1-12078626-1; what's the success where deadline for completion is october 7, 2007;0.0;-1.0;0.0;0.0;1.0;1.0
1-12077540-1;The earliest year is 1996.;1.0;1.0;1.0;0.0;0.0;0.0
1-12077540-1;There are 5 imports of plywood.;0.0;-1.0;0.0;0.0;1.0;1.0
1-12094300-1;What is the score for interview when the preliminaries score is 8.425?;1.0;1.0;1.0;0.0;0.0;0.0
1-12094300-1;What is the interview score when the preliminaries score is 8.400?;1.0;1.0;1.0;0.0;0.0;0.0
1-12094300-1;What is the score for swimsuit when the average is 8.791?;1.0;1.0;1.0;0.0;0.0;0.0
1-12094300-1;What is the score for the interview for the state of New York?;1.0;1.0;1.0;0.0;0.0;0.0
1-12094300-1;How many times did district of Columbia receive a score for evening gown?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12094300-1;What is the average score when the swimsuit score is 8.503?;1.0;1.0;1.0;0.0;0.0;0.0
1-12146068-2;What is the number of gt1 winning team for rnd 5?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12146068-2;What is the rnd for gt1 winning team for doc bundy andy wallace?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12146068-2;Name the gt1 winning team for #54 bell motorsports;0.0;-1.0;0.0;0.0;1.0;1.0
1-12146637-1;What is the title of the episode that was watched by 8.92 million viewers?;1.0;1.0;1.0;0.0;0.0;0.0
1-12146637-1;How many episodes had 9.90 million viewers?;1.0;1.0;1.0;0.0;0.0;0.0
1-12146637-1;What is the series number of the episode watched by 10.89 million viewers?;1.0;1.0;1.0;0.0;0.0;0.0
1-12146637-1;What is the name of the episode written by Sheila Lawrence & Henry Alonso Myers?;1.0;1.0;1.0;0.0;0.0;0.0
1-12165135-1;What is the pick number of the defensive back?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12165135-1;What is the position for the pick number 17?;1.0;1.0;1.0;0.0;0.0;0.0
1-12165135-1;What is the college of the afl team of buffalo bills?;1.0;1.0;1.0;0.0;0.0;0.0
1-12165135-1;What is the position of john charles?;1.0;1.0;1.0;0.0;0.0;0.0
1-12165135-1;What is the largest pick number of the new york jets?;1.0;1.0;1.0;0.0;0.0;0.0
1-12165135-1;What is the afl team of the offensive guard?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12186309-1;What was the women's singles were men's doubles were steen fladberg jens peter nierhoff?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12186309-1;What are the mixed doubles where the mens singles is kim brodersen?;1.0;1.0;1.0;0.0;0.0;0.0
1-1217448-1; what's the first appearance where character(s) is iron man;1.0;1.0;1.0;0.0;0.0;0.0
1-1217448-1;what is the total number of publisher where cover date is may 1939;1.0;1.0;1.0;0.0;0.0;0.0
1-1217448-1;what is the total number of publisher where first appearance is daredevil #1;0.0;-1.0;0.0;0.0;1.0;1.0
1-1217448-1; what's the cover date where character(s) is sandman (wesley dodds);1.0;1.0;1.0;0.0;0.0;0.0
1-1217448-1;" what's the cover date where character(s) is x-men ; magneto";1.0;1.0;1.0;0.0;0.0;0.0
1-1217448-1; what's the estimated value where cover date is august 1962;1.0;1.0;1.0;0.0;0.0;0.0
1-12175755-1;What theme placed as #3 in the finale?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12175755-1;What is the theme for the episode selection process?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12175755-1;"What is the order number for the song choice ""detalles""? ";1.0;1.0;1.0;0.0;0.0;0.0
1-12175755-1;What is the order number for songs by the original artist Luis Fonsi?;1.0;1.0;1.0;0.0;0.0;0.0
1-12175755-1;What is the song choice when the theme is not aired?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12194021-1;What years did Markose Bristow Madhumita Bisht win the mens singles and/or the mixed doubles?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12194021-1;Who won the womens doubles in 2002?;1.0;1.0;1.0;0.0;0.0;0.0
1-12194021-1;How many total titles did Rupesh Kumar Sanave Thomas and Jwala Gutta Ashwini Ponnappa win total?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12194021-1;In womens doubles and mens singles, what years did Arvind Bhat or Valiyaveetil Diju Jwala Gutta win?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12194021-1;How many titles did Trupti Murgunde claim?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1220125-4;What is the pennant for 4 may 1943?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1220125-4;What is the total number of fate for pennant of u33?;1.0;1.0;1.0;0.0;0.0;0.0
1-1220125-4;What is the fate for 11 april 1944?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1220125-4;What is the name for 30 september 1943?;1.0;1.0;1.0;0.0;0.0;0.0
1-1220125-4;What is the comissioned for 4 may 1943?;0.0;-1.0;0.0;0.0;1.0;1.0
1-1220125-4;What is the fate for 11 april 1944?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12226390-7;Who was the writters for the episode directed by Richard L. Bare, no. 8 in season?;0.0;-1.0;0.0;0.0;1.0;1.0
1-12226390-7;"How many episodes had a title ""the great mayoralty campaign""?";0.0;-1.0;0.0;0.0;1.0;1.0
